ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2013-01-02 22:29:51+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],53802,US,71.56.209.168,Seventeen,MARINA,The Family Jewels,spotify:track:4EhovD4EJTJuGK4F4MGkoQ,,,,trackdone,popup,TRUE,TRUE,FALSE,,FALSE
2013-01-03 04:54:47+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],22325,US,71.56.209.168,Flowers in Your Hair,The Lumineers,The Lumineers,spotify:track:4BDpHt1JrVQzaU7E6RBbXh,,,,popup,popup,FALSE,TRUE,FALSE,,FALSE
2013-01-03 04:59:03+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],7267,US,71.56.209.168,Invisible,Jonas Brothers,JONAS L.A.,spotify:track:6mcn0724UGIdcFihUMfsAj,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 04:59:22+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],19501,US,71.56.209.168,Poison Ivy,Jonas Brothers,"Lines, Vines and Trying Times",spotify:track:5wJdKfaTfDsUpUJjWGHWlF,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 04:59:24+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],325,US,71.56.209.168,Things Will Never Be the Same,Jonas Brothers,JONAS L.A.,spotify:track:2bLRFoBQvmGLVhvJypnC5c,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 04:59:25+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],0,US,71.56.209.168,Burnin' Up - The 3D Concert Experience,Jonas Brothers,Music from the 3D Concert Experience,spotify:track:3ZmfzVIpNT2ntdjbghPqDn,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 04:59:27+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],0,US,71.56.209.168,Hello Beautiful - The 3D Concert Experience,Jonas Brothers,Music from the 3D Concert Experience,spotify:track:2EkS5UsTTdTvsdpw2P98nx,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 10:26:58+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],151000,US,71.56.209.168,Goodnight and Goodbye,Jonas Brothers,Jonas Brothers,spotify:track:7jkdoZDrltDoxiCzWiv4bx,,,,fwdbtn,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-03 10:30:13+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],194600,US,71.56.209.168,L.A. Baby (Where Dreams Are Made Of),Jonas Brothers,JONAS L.A.,spotify:track:3JG2VnwaVmVLf8BUGw7QlK,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-03 10:30:18+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],4829,US,71.56.209.168,S.O.S. - The 3D Concert Experience,Jonas Brothers,Music from the 3D Concert Experience,spotify:track:3GC2EVxUmyP8jlULHWMAba,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 10:33:40+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],197413,US,71.56.209.168,What Did I Do to Your Heart,Jonas Brothers,"Lines, Vines and Trying Times",spotify:track:2yEu7adkoEs5zjpQJ7no6N,,,,fwdbtn,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-03 10:37:08+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],9574,US,71.56.209.168,Hold On - The 3D Concert Experience,Jonas Brothers,Music from the 3D Concert Experience,spotify:track:5oUvaCtD4Jl4vR0umWNxl2,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 10:41:50+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],275706,US,71.56.209.168,Much Better,Jonas Brothers,"Lines, Vines and Trying Times",spotify:track:1kWlxuYJ55bqoxxsButosQ,,,,fwdbtn,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-03 10:44:41+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],170186,US,71.56.209.168,Inseparable,Jonas Brothers,Jonas Brothers,spotify:track:60OoXX4BYOM6AqPkyK4RE3,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-03 10:48:02+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],169333,US,71.56.209.168,Hey You,Jonas Brothers,JONAS L.A.,spotify:track:5Tvdkj0uoHAhylP5UoABPP,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-03 10:51:11+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],188493,US,71.56.209.168,One Man Show,Jonas Brothers,A Little Bit Longer,spotify:track:53Xm2BuSK8rDF2NDAqvDL6,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-03 23:30:45+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],9190,US,71.56.209.168,This Is Me - The 3D Concert Experience,Jonas Brothers,Music from the 3D Concert Experience,spotify:track:3saG7vinGItBJx0A4UmY3X,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 23:30:48+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],3668,US,71.56.209.168,Don't Charge Me for the Crime (feat. Common),Jonas Brothers,"Lines, Vines and Trying Times",spotify:track:0jIuZ5CrQi4nojLXMZEIvb,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 23:34:20+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],10500,US,71.56.209.168,Video Girl - The 3D Concert Experience,Jonas Brothers,Music from the 3D Concert Experience,spotify:track:4pnFTrG5Bp23ZJ2zTKpVGC,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 23:34:23+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],1764,US,71.56.209.168,Feelin' Alive,Jonas Brothers,JONAS L.A.,spotify:track:22W4OIT7GXSUtZH3jOvFJb,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 23:37:38+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],194600,US,71.56.209.168,L.A. Baby (Where Dreams Are Made Of),Jonas Brothers,JONAS L.A.,spotify:track:3JG2VnwaVmVLf8BUGw7QlK,,,,fwdbtn,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-03 23:38:23+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],14270,US,71.56.209.168,Your Biggest Fan,Jonas Brothers,JONAS L.A.,spotify:track:6le4IgtphcTvRawgHYhZmU,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 23:38:27+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],3482,US,71.56.209.168,S.O.S. - The 3D Concert Experience,Jonas Brothers,Music from the 3D Concert Experience,spotify:track:3GC2EVxUmyP8jlULHWMAba,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-03 23:38:28+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],1346,US,71.56.209.168,Before the Storm (feat. Miley Cyrus),Jonas Brothers,"Lines, Vines and Trying Times",spotify:track:1FoedGHa77RoKiy5ph4z32,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-04 02:09:53+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],191933,US,71.56.209.168,Girl Of My Dreams,Jonas Brothers,Disney Channel Holiday,spotify:track:5u9cmvyOdDCgRPcyPBj2QT,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-04 02:10:19+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],26110,US,71.56.209.168,BB Good - The 3D Concert Experience,Jonas Brothers,Music from the 3D Concert Experience,spotify:track:3jP6uahdQ5hMgh1UgOZitP,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-04 02:10:21+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],2507,US,71.56.209.168,That's Just The Way We Roll - The 3D Concert Experience,Jonas Brothers,Music from the 3D Concert Experience,spotify:track:1l1CHjzMK90gCtLlTX7oNX,,,,fwdbtn,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-04 02:16:44+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],4597,US,71.56.209.168,Kids of the Future,Jonas Brothers,Meet the Robinsons,spotify:track:4DgY3GxfWsizKimiZkGe9V,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-04 02:45:47+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],18537,US,71.56.209.168,Seventeen,MARINA,The Family Jewels,spotify:track:4EhovD4EJTJuGK4F4MGkoQ,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-05 01:09:15+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],230440,US,71.56.209.168,Careful,Paramore,Brand New Eyes,spotify:track:63L9AjBDN3SOMbJlBkFqiZ,,,,popup,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-05 01:12:54+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],218626,US,71.56.209.168,Ignorance,Paramore,Brand New Eyes,spotify:track:47No93LxERvV6MtOAmQzHS,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-05 01:15:59+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],182800,US,71.56.209.168,Playing God,Paramore,Brand New Eyes,spotify:track:7hInOqJnlEayXao08yVYAn,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-05 01:20:43+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],253946,US,71.56.209.168,Brick by Boring Brick,Paramore,Brand New Eyes,spotify:track:1a9YW7fATU351ok4zWjU7a,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-05 01:25:03+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],259720,US,71.56.209.168,Turn It Off,Paramore,Brand New Eyes,spotify:track:0q99swv2f9L5m8JHkF3sDC,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-05 02:53:13+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],46905,US,71.56.209.168,The Only Exception,Paramore,Brand New Eyes,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,,,,trackdone,endplay,FALSE,TRUE,FALSE,,FALSE
2013-01-05 05:44:41+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],221790,US,71.56.209.168,The Only Exception,Paramore,Brand New Eyes,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,,,,appload,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-05 05:45:48+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],3575,US,71.56.209.168,Where the Lines Overlap,Paramore,Brand New Eyes,spotify:track:0ZgpvjwRIwTEUkDPWHhTE3,,,,popup,popup,FALSE,TRUE,FALSE,,FALSE
2013-01-05 05:48:53+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],185146,US,71.56.209.168,Feeling Sorry,Paramore,Brand New Eyes,spotify:track:2F9JloTNvfkIvwXJP0bZUO,,,,popup,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-05 05:53:19+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],198746,US,71.56.209.168,Where the Lines Overlap,Paramore,Brand New Eyes,spotify:track:0ZgpvjwRIwTEUkDPWHhTE3,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-05 05:56:43+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],5589,US,71.56.209.168,Misguided Ghosts,Paramore,Brand New Eyes,spotify:track:2VYqkb77OjToeRAnMNd4yU,,,,trackdone,popup,FALSE,TRUE,FALSE,,FALSE
2013-01-06 03:03:35+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],6776,US,71.56.209.168,Seventeen,MARINA,The Family Jewels,spotify:track:4EhovD4EJTJuGK4F4MGkoQ,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-06 05:09:30+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],176970,US,71.56.209.168,Stand Up,One Direction,Up All Night,spotify:track:0GD0y1mFuOOnFFoHnImoMM,,,,popup,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-06 05:12:49+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],197186,US,71.56.209.168,One Thing,One Direction,Up All Night,spotify:track:6tKW2g2So84pCTZXE0Furx,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-06 22:17:50+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],9319,US,71.56.209.168,Prologue,Jekyll Hyde,Jekyll & Hyde,spotify:track:33d1nEbm5DeJuv0N0m4zFD,,,,popup,popup,FALSE,TRUE,FALSE,,FALSE
2013-01-06 22:19:48+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],116600,US,71.56.209.168,Lost in the Darkness,Dr. Henry Jekyll,Jekyll & Hyde,spotify:track:4obJvMCcNGiZkMmA76njg6,,,,popup,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-06 22:19:56+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],8715,US,71.56.209.168,First Transformation,"Jekyll, Edward Hyde",Jekyll & Hyde,spotify:track:6q9FT9sm83MhkBRt1GDnXd,,,,trackdone,popup,TRUE,TRUE,FALSE,,FALSE
2013-01-06 22:20:00+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],3402,US,71.56.209.168,Lost in the Darkness,Dr. Henry Jekyll,Jekyll & Hyde,spotify:track:4obJvMCcNGiZkMmA76njg6,,,,popup,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 07:32:00+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],308420,US,71.56.209.168,Keep It Together,Madonna,Like a Prayer,spotify:track:04tSWZo4MLebMbf7RwSmyE,,,,popup,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 07:33:00+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],35586,US,71.56.209.168,Spanish Eyes,Madonna,Like a Prayer,spotify:track:5Fg8RLBDD809CkfXShJG73,,,,trackdone,popup,FALSE,TRUE,FALSE,,FALSE
2013-01-07 07:39:17+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],298760,US,71.56.209.168,Oh Father,Madonna,Like a Prayer,spotify:track:5vk7txLRuAjNatZD8OCrf4,,,,popup,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 07:44:20+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],303200,US,71.56.209.168,Keep It Together,Madonna,Like a Prayer,spotify:track:04tSWZo4MLebMbf7RwSmyE,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 07:44:58+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],38175,US,71.56.209.168,Spanish Eyes,Madonna,Like a Prayer,spotify:track:5Fg8RLBDD809CkfXShJG73,,,,trackdone,popup,FALSE,TRUE,FALSE,,FALSE
2013-01-07 07:50:39+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],340866,US,71.56.209.168,Like a Prayer,Madonna,Like a Prayer,spotify:track:2v7ywbUzCgcVohHaKUcacV,,,,popup,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 07:55:46+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],279133,US,71.56.209.168,Express Yourself,Madonna,Like a Prayer,spotify:track:3szW87j0gVLQmpulz4P8Rf,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 07:56:29+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],42706,US,71.56.209.168,Love Song,Madonna,Like a Prayer,spotify:track:1eZuZj2FOmb2u0150TaC8x,,,,trackdone,popup,FALSE,TRUE,FALSE,,FALSE
2013-01-07 07:59:56+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],208279,US,71.56.209.168,Human Nature,Madonna,Bedtime Stories,spotify:track:4Cna7QxOOTNnylVHLtShCi,,,,popup,popup,FALSE,TRUE,FALSE,,FALSE
2013-01-07 08:04:50+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],293933,US,71.56.209.168,Human Nature,Madonna,Bedtime Stories,spotify:track:4Cna7QxOOTNnylVHLtShCi,,,,popup,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 08:10:17+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],298760,US,71.56.209.168,Oh Father,Madonna,Like a Prayer,spotify:track:5vk7txLRuAjNatZD8OCrf4,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 08:15:21+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],303200,US,71.56.209.168,Keep It Together,Madonna,Like a Prayer,spotify:track:04tSWZo4MLebMbf7RwSmyE,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 08:21:02+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],340866,US,71.56.209.168,Like a Prayer,Madonna,Like a Prayer,spotify:track:2v7ywbUzCgcVohHaKUcacV,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 08:25:34+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],240706,US,71.56.209.168,Material Girl,Madonna,Like a Virgin,spotify:track:7bkyXSi4GtVfD7itZRUR3e,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 08:29:13+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],218626,US,71.56.209.168,Like a Virgin,Madonna,Like a Virgin,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 08:34:52+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],337840,US,71.56.209.168,Lucky Star,Madonna,Madonna,spotify:track:2hWI9GNr3kBrxZ7Mphho4Q,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 22:47:37+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],320893,US,71.56.209.168,Borderline,Madonna,Madonna,spotify:track:4SuabhTNPBTBFjfOjhvRNQ,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 22:51:22+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],225333,US,71.56.209.168,Burning Up,Madonna,Madonna,spotify:track:48YZhmKL3aZKhQUfpvkelu,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 22:55:15+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],231560,US,71.56.209.168,Holiday,Madonna,Madonna,spotify:track:3ibAzRj9JnowdoLkyllk3n,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 23:01:23+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],336880,US,71.56.209.168,Hung Up,Madonna,Celebration,spotify:track:70VjMtwhm3Q2HBQeJnPfmh,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 23:05:10+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],225813,US,71.56.209.168,Music,Madonna,Celebration,spotify:track:27cXevtj5VflsCUAZwr9eI,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 23:09:44+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],273826,US,71.56.209.168,Ray of Light,Madonna,Celebration,spotify:track:0vVchT7htyhheP8anAnLMR,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 23:14:14+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],239093,US,71.56.209.168,Express Yourself,Madonna,Celebration,spotify:track:6ioBgySxoeQKALvAeLEmId,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 23:18:10+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],229280,US,71.56.209.168,Open Your Heart,Madonna,Celebration,spotify:track:3kme5Qos8h04yrKxsgur79,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 23:22:06+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],242946,US,71.56.209.168,La Isla Bonita,Madonna,Celebration,spotify:track:2Iib2MV3ECFJAourgP9dlY,,,,trackdone,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-07 23:26:36+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],269586,US,71.56.209.168,Papa Don't Preach,Madonna,Celebration,spotify:track:0Oa9Qtd0FuhcmLi3sWTF9F,,,,trackdone,endplay,FALSE,FALSE,FALSE,,FALSE
2013-01-08 21:33:39+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],194600,US,71.56.209.168,L.A. Baby (Where Dreams Are Made Of),Jonas Brothers,JONAS L.A.,spotify:track:3JG2VnwaVmVLf8BUGw7QlK,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-08 21:46:44+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],192533,US,71.56.209.168,Up All Night,One Direction,Up All Night,spotify:track:0UiPtG3O5NxIHDp8uy9jgM,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-08 21:50:02+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],197186,US,71.56.209.168,One Thing,One Direction,Up All Night,spotify:track:6tKW2g2So84pCTZXE0Furx,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-08 21:52:56+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],173440,US,71.56.209.168,Stand Up,One Direction,Up All Night,spotify:track:0GD0y1mFuOOnFFoHnImoMM,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-08 22:15:23+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],198760,US,71.56.209.168,Stuck In The Moment - Acoustic Version,Justin Bieber,My Worlds Acoustic,spotify:track:1AZjxcVtII3Zipt4qY4kwX,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-08 22:19:48+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],204973,US,71.56.209.168,Stole My Heart,One Direction,Up All Night,spotify:track:3Fld33fuWTUUmVx9BEkyDx,,,,fwdbtn,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-08 23:35:49+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],203679,US,71.56.209.168,More Than This,One Direction,Up All Night,spotify:track:7pWzcvjSSXlGS0Cn790Nb7,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-08 23:39:12+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],202626,US,71.56.209.168,Eenie Meenie,Justin Bieber,My World 2.0,spotify:track:75vEuMA15pb8JmgrGugHEs,,,,fwdbtn,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-08 23:56:23+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],17526,US,71.56.209.168,First Dance,Justin Bieber,My World,spotify:track:4bPeekGfzuqkmlpKiJur5o,,,,trackdone,fwdbtn,TRUE,TRUE,FALSE,,FALSE
2013-01-09 00:16:38+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],170186,US,71.56.209.168,Inseparable,Jonas Brothers,Jonas Brothers,spotify:track:60OoXX4BYOM6AqPkyK4RE3,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 00:26:44+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],198840,US,71.56.209.168,What Makes You Beautiful,One Direction,Up All Night,spotify:track:03oZejWqXLbKhhM4iTgShq,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 00:33:55+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],244106,US,71.56.209.168,Gotta Be You,One Direction,Up All Night,spotify:track:3UT493iwo6kvyL18zvAJE5,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 03:20:43+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],204280,US,71.56.209.168,Save You Tonight,One Direction,Up All Night,spotify:track:3fg1UERgNjYfHETakq27Hs,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 03:32:48+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],227853,US,71.56.209.168,Never Say Never,Justin Bieber,Never Say Never - The Remixes,spotify:track:5GYbkDveRD2I8M5ZJ14hWn,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 03:50:19+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],227986,US,71.56.209.168,Beauty And A Beat,Justin Bieber,Believe,spotify:track:190jyVPHYjAqEaOGmMzdyk,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 04:01:10+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],235560,US,71.56.209.168,Taken,One Direction,Up All Night,spotify:track:3F6mrGxmwnMJsevsSK86YC,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 04:07:39+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],195906,US,71.56.209.168,Tell Me a Lie,One Direction,Up All Night,spotify:track:5ol6DEWpysoqvPlvq13q8n,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 04:11:15+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],215293,US,71.56.209.168,I Wish,One Direction,Up All Night,spotify:track:2nKO2ZU9DpUBUKrjTHk2jV,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 04:29:24+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],251186,US,71.56.209.168,Overboard,Justin Bieber,My World 2.0,spotify:track:1tzkJMX3gNjnpcHdLD0pM3,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 04:33:02+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],217053,US,71.56.209.168,Same Mistakes,One Direction,Up All Night,spotify:track:7qClUST3mATKunhOWXvs15,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 04:43:13+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],204186,US,71.56.209.168,Right Here,Justin Bieber,Believe,spotify:track:7vjtAU3Ns1AT4dRa0voHBJ,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 05:04:21+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],181026,US,71.56.209.168,Born To Be Somebody,Justin Bieber,Never Say Never - The Remixes,spotify:track:1gWnUzwTMhOv4cWyj1CDxB,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
2013-01-09 05:12:04+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],89047,US,71.56.209.168,Fairytale,Justin Bieber,Believe,spotify:track:55DEnUKIReTBcrjAmAa9Tw,,,,trackdone,endplay,TRUE,TRUE,FALSE,,FALSE
2013-01-09 07:00:32+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],105153,US,71.56.209.168,Fairytale,Justin Bieber,Believe,spotify:track:55DEnUKIReTBcrjAmAa9Tw,,,,appload,trackdone,FALSE,FALSE,FALSE,,FALSE
2013-01-09 07:19:03+00:00,Windows 7 (Unknown Ed) SP1 [x86 0],194600,US,71.56.209.168,L.A. Baby (Where Dreams Are Made Of),Jonas Brothers,JONAS L.A.,spotify:track:3JG2VnwaVmVLf8BUGw7QlK,,,,trackdone,trackdone,TRUE,FALSE,FALSE,,FALSE
